Date,Open,High,Low,Close,Adj Close,Volume
01/07/2002,1.265,1.342143,0.985714,1.09,0.977112,2029603800
01/08/2002,1.079286,1.160714,0.997857,1.053571,0.944457,1287921600
01/09/2002,1.035,1.085,1.003571,1.035714,0.928449,1322959400
01/10/2002,1.042143,1.174286,0.954286,1.147857,1.028977,1652858200
01/11/2002,1.138571,1.241429,1.072143,1.107143,0.99248,1132930400
01/12/2002,1.135714,1.15,0.984286,1.023571,0.917564,1132609800
01/01/2003,1.025714,1.098571,0.968571,1.025714,0.919484,1511458200
01/02/2003,1.029286,1.092857,0.985714,1.072143,0.961105,1028575800
01/03/2003,1.072143,1.082857,1.002857,1.01,0.905398,1007101200
01/04/2003,1.014286,1.067857,0.908571,1.015714,0.91052,1943835600
01/05/2003,1.017857,1.357857,1,1.282143,1.149356,2702886200
01/06/2003,1.292857,1.406429,1.187857,1.361429,1.22043,1528333800
01/07/2003,1.347857,1.540714,1.322143,1.505714,1.349772,1304567600
01/08/2003,1.5,1.632143,1.387143,1.615,1.44774,1076891200
01/09/2003,1.618571,1.665714,1.439286,1.48,1.326722,1336871200
01/10/2003,1.479286,1.786429,1.442143,1.635,1.465669,1760047800
01/11/2003,1.630714,1.664286,1.417857,1.493571,1.338887,1243526200
01/12/2003,1.502857,1.564286,1.375,1.526429,1.368341,1363468400
01/01/2004,1.539286,1.774286,1.512857,1.611429,1.444538,1981950600
01/02/2004,1.604286,1.721429,1.55,1.708571,1.531621,1230507600
01/03/2004,1.721429,2.01,1.685714,1.931429,1.731397,2906528800
01/04/2004,1.920714,2.112857,1.820714,1.841429,1.650718,2232543600
01/05/2004,1.857143,2.055714,1.821429,2.004286,1.796709,1326068800
01/06/2004,1.985,2.442143,1.972143,2.324286,2.083568,2056808600
01/07/2004,2.292857,2.402143,2.052857,2.31,2.070761,2424144800
01/08/2004,2.227143,2.512857,2.121428,2.463571,2.208428,2002841400
01/09/2004,2.45,2.805,2.442143,2.767857,2.481199,1918376600
01/10/2004,2.794286,3.8,2.689286,3.742857,3.355223,4023591600
01/11/2004,3.75,4.969285,3.717143,4.789286,4.293277,4359901000
01/12/2004,4.842143,4.853571,4.4,4.6,4.123594,3987153800
01/01/2005,4.627143,5.563571,4.471428,5.492857,4.923981,6427061200
01/02/2005,5.503572,6.491428,5.47,6.408571,5.744858,5362236600
01/03/2005,6.427143,6.444286,5.547143,5.952857,5.33634,3668980000
01/04/2005,6.012857,6.35,4.857143,5.151429,4.617913,4843879600
01/05/2005,5.172857,5.848571,4.73,5.68,5.091742,3214573600
01/06/2005,5.698571,5.822857,5.074286,5.258572,4.713959,2831798900
01/07/2005,5.261428,6.34,5.184286,6.092857,5.461842,2523561600
01/08/2005,6.081429,6.904286,6.002857,6.698571,6.004824,2350201700
01/09/2005,6.714286,7.794286,6.584286,7.658571,6.865399,3086942600
01/10/2005,7.737143,8.282857,6.838572,8.227143,7.375085,4660861800
01/11/2005,8.177143,10.152857,8.124286,9.688571,8.685158,3364106900
01/12/2005,9.85,10.78,9.83,10.27,9.206375,3266041100
01/01/2006,10.34,12.342857,10.124286,10.787143,9.669956,5469592800
01/02/2006,10.707143,10.922857,8.985714,9.784286,8.770962,4690174300
01/03/2006,9.834286,9.998571,8.238571,8.96,8.032043,5798158100
01/04/2006,9.095715,10.292857,8.721429,10.055715,9.014277,5029820600
01/05/2006,10.11,10.542857,8.384286,8.538571,7.654261,3902194800
01/06/2006,8.55,9.014286,7.915714,8.181429,7.334107,4484155900
01/07/2006,8.217143,9.804286,7.165714,9.708571,8.703087,4369935500
01/08/2006,9.602858,10,8.94,9.692857,8.688998,4471911500
01/09/2006,9.782857,11.111428,9.688571,10.997143,9.858208,4430389600
01/10/2006,10.728572,11.8,10.371428,11.582857,10.383262,3596989200
01/11/2006,11.585714,13.308572,11.112857,13.094286,11.738157,3458721000
01/12/2006,13.114285,13.19,10.967143,12.12,10.864773,4222698200
01/01/2007,12.327143,13.971429,11.7,12.247143,10.978748,6802445300
01/02/2007,12.318571,12.972857,11.837143,12.087143,10.835322,3430588700
01/03/2007,12.004286,13.832857,11.964286,13.272857,11.898231,3979661000
01/04/2007,13.448571,14.642858,12.8,14.257143,12.780581,3364935000
01/05/2007,14.227143,17.452858,14.078571,17.312857,15.519823,4341267000
01/06/2007,17.299999,18.23,16.485714,17.434286,15.628678,5819885400
01/07/2007,17.292856,21.274286,17.042856,18.822857,16.873434,6004643400
01/08/2007,19.091429,19.950001,15.945714,19.782858,17.734016,6090199500
01/09/2007,19.991428,22.142857,18.571428,21.924286,19.653664,5232805900
01/10/2007,22.09,27.16,21.847143,27.135714,24.325365,5819447900
01/11/2007,26.942858,27.525715,21.518572,26.031429,23.335445,6549947600
01/12/2007,25.98,28.994286,25.284286,28.297142,25.366503,4313169700
01/01/2008,28.467142,28.608572,18.02,19.337143,17.334463,8793472100
01/02/2008,19.462856,19.512857,16.491428,17.860001,16.0103,6216488600
01/03/2008,17.777143,20.82,16.857143,20.5,18.376886,5731818400
01/04/2008,20.9,25.714285,20.515715,24.85,22.276373,5696745600
01/05/2008,24.994286,27.462856,24.571428,26.964285,24.171686,4647053600
01/06/2008,26.942858,27.135714,23.450001,23.92,21.442688,4868948700
01/07/2008,23.461428,25.844286,20.932858,22.707144,20.355446,4937440200
01/08/2008,22.842857,25.778572,21.844286,24.218571,21.710335,3271438800
01/09/2008,24.628571,24.785715,14.37,16.237143,14.555517,6016890600
01/10/2008,15.988571,16.628571,12.142858,15.37,13.778181,10356677800
01/11/2008,15.132857,15.97,11.305715,13.238571,11.867497,5904865400
01/12/2008,13.042857,14.8,12.078571,12.192857,10.930088,5053461700
01/01/2009,12.268572,13.881429,11.171429,12.875714,11.542222,4526435200
01/02/2009,12.728572,14.714286,12.358571,12.758572,11.437211,3466862700
01/03/2009,12.588572,15.711429,11.761429,15.017143,13.461871,3856149500
01/04/2009,14.87,18.171429,14.841429,17.975714,16.114029,2955420300
01/05/2009,17.971428,19.414286,17.054285,19.401428,17.392088,2364285700
01/06/2009,19.495714,20.914286,18.982857,20.347143,18.239857,3168893000
01/07/2009,20.5,23.571428,19.202858,23.341429,20.924038,2735534200
01/08/2009,23.601429,24.641428,22.774286,24.030001,21.541294,2041281200
01/09/2009,23.998571,26.985714,23.444286,26.478571,23.736279,2497329800
01/10/2009,26.478571,29.815714,25.814285,26.928572,24.139677,3239044200
01/11/2009,27.114286,29.714285,26.51,28.558571,25.600855,2113696200
01/12/2009,28.891428,30.564285,26.954287,30.104286,26.986492,2848489700
01/01/2010,30.49,30.798571,27.178572,27.437143,24.595573,3792248600
01/02/2010,27.481428,29.309999,27.264286,29.231428,26.204027,2694020000
01/03/2010,29.392857,33.925713,29.35,33.57143,30.094551,3038543200
01/04/2010,33.915714,38.922855,33.25,37.298573,33.435684,3091782400
01/05/2010,37.691429,38.26857,28.464285,36.697144,32.896545,4520663700
01/06/2010,37.098572,39.85857,34.599998,35.932858,32.211422,4162813200
01/07/2010,36.328571,37.998573,34.228573,36.75,32.943928,3917426100
01/08/2010,37.205715,37.754284,33.651428,34.728573,31.131849,2397280200
01/09/2010,35.352856,42.104286,35.182858,40.535713,36.337563,2962479800
01/10/2010,40.878571,45.57143,39.681427,42.997143,38.544083,3058644400
01/11/2010,43.174286,45.900002,42.537144,44.450001,39.846462,2377021500
01/12/2010,45.03857,46.665714,44.984287,46.080002,41.307659,1743308700
01/01/2011,46.52,49.799999,46.405716,48.474285,43.453972,2710383900
01/02/2011,48.757141,52.128571,48.245716,50.458572,45.232761,2323987400
01/03/2011,50.781429,51.667141,46.60857,49.787144,44.630859,2826614700
01/04/2011,50.158573,50.732857,45.737144,50.01857,44.83831,2313457300
01/05/2011,49.962856,50.261429,47.060001,49.689999,44.543766,1728015100
01/06/2011,49.83857,50.304287,44.357143,47.952858,42.986546,2315962600
01/07/2011,47.992859,57.785713,47.742859,55.782856,50.005619,2663486700
01/08/2011,56.825714,57.07143,50.431427,54.975716,49.282074,4035649800
01/09/2011,55.117142,60.408573,52.354286,54.474285,48.832569,2994362000
01/10/2011,54.33857,60.957142,50.605713,57.825714,51.836906,3285356900
01/11/2011,56.772858,58.285713,51.902859,54.599998,48.945263,2240925400
01/12/2011,54.648571,58.441429,53.954285,57.857143,51.865078,1576633100
01/01/2012,58.485714,65.46286,58.42857,65.211426,58.457703,1714963600
01/02/2012,65.487144,78.230003,64.854286,77.491432,69.465927,2842138600
01/03/2012,78.309998,88.778572,73.745712,85.650002,76.779541,3896084500
01/04/2012,85.975716,92,79.285713,83.425713,74.785599,3899747600
01/05/2012,83.557144,85.251427,74.597145,82.53286,73.985207,2776586400
01/06/2012,81.308571,84.285713,78.35714,83.428574,74.788162,1963956400
01/07/2012,83.53286,88.552856,81.428574,87.251427,78.215111,2227412600
01/08/2012,87.987144,97.267143,85.75,95.034286,85.191917,2069051600
01/09/2012,95.108574,100.724289,93.714287,95.300003,85.796921,2299751300
01/10/2012,95.879997,96.678574,83.957146,85.045715,76.565155,3035707500
01/11/2012,85.459999,86.14286,72.25,83.611427,75.273888,3232462800
01/12/2012,84.807144,84.941429,71.604286,76.024284,68.755913,3033188200
01/01/2013,79.117142,79.285713,62.142857,65.07,58.848927,3280855900
01/02/2013,65.587143,69.277145,62.522858,63.057144,57.028522,2336008500
01/03/2013,62.57143,67.135712,59.857143,63.237144,57.524616,2294219200
01/04/2013,63.128571,63.607143,55.014286,63.254284,57.540211,2740872400
01/05/2013,63.494286,66.535713,59.842857,64.247147,58.443382,2361882600
01/06/2013,64.389999,64.918571,55.552856,56.647144,51.871002,1754634000
01/07/2013,57.527142,65.334282,57.317142,64.647141,59.196491,1634528700
01/08/2013,65.10714,73.391426,64.751427,69.602859,63.734367,2014584600
01/09/2013,70.442856,72.559998,63.888573,68.10714,62.776531,2157735300
01/10/2013,68.349998,77.035713,68.325714,74.671425,68.827049,1959433000
01/11/2013,74.860001,79.761429,73.197144,79.438568,73.221069,1306288900
01/12/2013,79.714287,82.162857,76.971428,80.145714,74.304169,1764349300
01/01/2014,79.382858,80.028572,70.507141,71.514282,66.301849,2191488600
01/02/2014,71.80143,78.741432,71.328575,75.177139,69.697731,1470091700
01/03/2014,74.774284,78.428574,74.687141,76.677139,71.513916,1250424700
01/04/2014,76.822861,85.632858,73.047142,84.298569,78.622139,1608765200
01/05/2014,84.571426,92.024284,82.904289,90.428574,84.339378,1433917100
01/06/2014,90.565712,95.050003,88.928574,92.93,87.156464,1206934800
01/07/2014,93.519997,99.440002,92.57,95.599998,89.660568,1035086000
01/08/2014,94.900002,102.900002,93.279999,102.5,96.131874,937077000
01/09/2014,103.059998,103.739998,96.139999,100.75,94.960625,1526420000
01/10/2014,100.589996,108.040001,95.18,108,101.794014,1360280200
01/11/2014,108.220001,119.75,107.720001,118.93,112.09597,820408200
01/12/2014,118.809998,119.25,106.260002,110.379997,104.488365,1073594600
01/01/2015,111.389999,120,104.629997,117.160004,110.906487,1304643800
01/02/2015,118.050003,133.600006,116.080002,128.460007,121.603355,1136535200
01/03/2015,129.25,130.279999,121.629997,124.43,118.253304,1138642100
01/04/2015,124.82,134.539993,123.099998,125.150002,118.937569,996135500
01/05/2015,126.099998,132.970001,123.360001,130.279999,123.812904,954152100
01/06/2015,130.279999,131.389999,124.480003,125.43,119.701591,878512600
01/07/2015,126.900002,132.970001,119.220001,121.300003,115.760208,1057507200
01/08/2015,121.5,122.57,92,112.919998,107.762924,1786018000
01/09/2015,110.150002,116.889999,107.360001,110.300003,105.739059,1206547300
01/10/2015,109.07,121.220001,107.309998,119.5,114.558632,1112323100
01/11/2015,120.800003,123.82,111,118.300003,113.408234,750640600
01/12/2015,118.75,119.860001,104.82,105.260002,101.339394,921529700
01/01/2016,102.610001,105.849998,92.389999,97.339996,93.714378,1271024100
01/02/2016,96.470001,98.889999,92.589996,96.690002,93.0886,810862600
01/03/2016,97.650002,110.419998,97.419998,108.989998,105.49984,746049600
01/04/2016,108.779999,112.389999,92.510002,93.739998,90.738197,872396200
01/05/2016,93.970001,100.730003,89.470001,99.860001,96.662216,900318100
01/06/2016,99.019997,101.889999,91.5,95.599998,93.102036,779055700
01/07/2016,95.489998,104.550003,94.370003,104.209999,101.487068,685779600
01/08/2016,104.410004,110.230003,104,106.099998,103.327675,630128500
01/09/2016,106.139999,116.18,102.529999,113.050003,110.692505,968015600
01/10/2016,112.709999,118.690002,112.279999,113.540001,111.172279,686914300
01/11/2016,113.459999,113.769997,104.080002,110.519997,108.215256,721305500
01/12/2016,110.370003,118.019997,108.25,115.82,113.986984,608703400
